fixture,team,goals,assists,shots_total_x,shots_on_x,passes_total,accurate_passes,fouls_committed,yellow_cards,red_cards,minutes,tackles,interceptions,shots_accuracy_for,pass_accuracy_team,expected_goals,goals_prevented,possession,corners,shots_total_y,shots_on_y,shots_on,shots_total,dominance_index,goal_conversion_rate,shot_on_target_ratio,control_index,cards_total,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,aggression_index_raw,aggression_index_norm,avg_goals_last_5,avg_cards_last_5,form_index_team
Nantes vs Lens,Lens,2.0,2.0,14.0,6.0,534,461.0,13.0,0,0,989,26.0,5.0,0.42857142857142855,0.8632958801498127,2.3,0,0.66,12,20,6,0,0,0.489,0,0,0.7449506923684843,0,13.0,0,0.0,0.41935483870967744,6.583870967741936,0.42426446521438704,1.6,2.0,0.20000000000000007
Paris Saint Germain vs Lens,Lens,0.0,0.0,10.0,3.0,352,293.0,8.0,2,0,990,25.0,11.0,0.3,0.8323863636363636,1.16,0,0.32,3,11,3,0,0,0.18425,0,0,0.5613384417570197,2,8.0,2,0.25,0.2222222222222222,4.644444444444444,0.26170285770305374,1.4,1.8,0.15999999999999992
Rennes vs Lens,Lens,0.0,0.0,10.0,2.0,256,181.0,8.0,2,0,900,29.0,8.0,0.2,0.70703125,1.04,0,0.33,4,13,2,0,0,0.20700000000000002,0,0,0.4818030867737003,2,8.0,2,0.25,0.21621621621621623,4.6432432432432424,0.26160217371432504,1.2,1.6,0.12
Toulouse vs Lens,Lens,3.0,1.0,15.0,7.0,571,509.0,16.0,3,0,1014,16.0,7.0,0.4666666666666667,0.8914185639229422,1.62,0,0.68,8,16,7,0,0,0.42200000000000004,0,0,0.7203270189645291,3,16.0,3,0.1875,0.6956521739130435,9.039130434782608,0.6300628912052478,1.8,1.8,0.36
Auxerre vs Lille,Lille,4.0,1.0,6.0,5.0,449,376.0,10.0,2,2,944,11.0,3.0,0.8333333333333334,0.8374164810690423,0.52,0,0.55,3,8,5,0,0,0.27625,0,0,0.5935171090360502,4,10.0,4,0.4,0.7142857142857143,6.342857142857143,0.40406282605194427,4.0,4.0,0.8
Le Havre vs Lille,Lille,1.0,1.0,5.0,2.0,485,403.0,13.0,3,1,951,10.0,4.0,0.4,0.8309278350515464,1.62,1,0.5700000000000001,2,8,2,0,0,0.2655,0,0,0.5887819603392289,4,13.0,4,0.3076923076923077,0.9285714285714286,7.885714285714286,0.5333842178604691,2.5,4.0,0.050000000000000044
Lens vs Lille,Lille,0.0,0.0,9.0,3.0,539,453.0,11.0,3,0,990,15.0,9.0,0.3333333333333333,0.8404452690166976,1.9000000000000001,0,0.62,10,17,3,0,0,0.4355,0,0,0.7100544387896943,3,11.0,3,0.2727272727272727,0.4583333333333333,6.491666666666667,0.41653595411989613,1.6666666666666667,3.6666666666666665,-0.2666666666666665
Lille vs Angers,Lille,1.0,1.0,12.0,4.0,545,466.0,10.0,1,0,995,16.0,9.0,0.3333333333333333,0.8550458715596331,2.04,0,0.54,9,15,4,0,0,0.38475000000000004,0,0,0.7066896024464833,1,10.0,1,0.1,0.4,5.38,0.32335669820106855,1.5,3.0,-0.1499999999999999
Lille vs Lyon,Lille,0.0,0.0,7.0,3.0,428,362.0,20.0,4,0,989,7.0,6.0,0.42857142857142855,0.8457943925233645,1.47,0,0.54,3,14,3,0,0,0.27225,0,0,0.5912840464145874,4,20.0,4,0.2,1.5384615384615385,11.507692307692308,0.8369763171488577,1.2,3.2,-0.36
Lille vs Marseille,Lille,1.0,1.0,2.0,2.0,423,352.0,9.0,1,0,997,17.0,10.0,1.0,0.8321513002364066,0.35000000000000003,0,0.42,2,5,2,0,0,0.20550000000000002,0,0,0.570433448283341,1,9.0,1,0.1111111111111111,0.3333333333333333,4.866666666666666,0.28032939561786185,0.6,2.6,-0.48000000000000004
Lille vs Metz,Lille,6.0,5.0,20.0,12.0,552,479.0,18.0,3,0,1011,20.0,1.0,0.6,0.8677536231884058,2.92,-1,0.62,7,23,12,0,0,0.37925,0,0,0.6901841510437442,3,18.0,3,0.16666666666666666,0.8571428571428571,10.071428571428571,0.7165895229225457,1.6,2.4,0.08000000000000007
Lille vs Monaco,Lille,1.0,1.0,14.0,1.0,417,345.0,7.0,1,0,990,15.0,17.0,0.07142857142857142,0.8273381294964028,2.92,0,0.5,8,18,1,0,0,0.35,0,0,0.641192000528018,1,7.0,1,0.14285714285714285,0.21875,3.84375,0.19458911327876086,1.8,2.0,0.30000000000000004
Lille vs Paris FC,Lille,4.0,1.0,13.0,10.0,475,395.0,9.0,1,0,1006,12.0,12.0,0.7692307692307693,0.8315789473684211,4.03,1,0.52,9,17,10,0,0,0.37675000000000003,0,0,0.6735494125221311,1,9.0,1,0.1111111111111111,0.375,4.875,0.28102789078966717,2.4,2.0,0.6
Lille vs Paris Saint Germain,Lille,1.0,1.0,5.0,3.0,389,317.0,11.0,1,0,990,19.0,13.0,0.6,0.8149100257069408,0.65,0,0.38,3,9,3,0,0,0.20825000000000002,0,0,0.5639152575017884,1,11.0,1,0.09090909090909091,0.34375,5.8687499999999995,0.3643234400274496,2.6,1.4,0.8800000000000001
Lille vs Rennes,Lille,0.0,0.0,8.0,3.0,380,315.0,4.0,1,1,917,10.0,10.0,0.375,0.8289473684210527,0.85,0,0.39,4,13,3,0,0,0.23100000000000004,0,0,0.5806816352808628,2,4.0,2,0.5,0.2,2.64,0.09369148571148475,2.4,1.6,0.72
Lille vs Strasbourg,Lille,1.0,1.0,17.0,6.0,414,350.0,11.0,2,0,995,12.0,11.0,0.35294117647058826,0.8454106280193237,1.8900000000000001,1,0.47000000000000003,8,20,6,0,0,0.338,0,0,0.6493108185968178,2,11.0,2,0.18181818181818182,0.4782608695652174,6.195652173913043,0.39172419084315985,1.4,1.4,0.27999999999999997
Lille vs Toulouse,Lille,2.0,1.0,12.0,5.0,553,479.0,12.0,2,0,990,18.0,8.0,0.4166666666666667,0.8661844484629295,2.21,0,0.7000000000000001,7,20,5,0,0,0.41125,0,0,0.6897053740785596,2,12.0,2,0.16666666666666666,0.46153846153846156,6.692307692307692,0.4333535686410545,1.6,1.6,0.32000000000000006
Lorient vs Lille,Lille,7.0,5.0,14.0,11.0,538,467.0,18.0,3,0,1014,14.0,9.0,0.7857142857142857,0.8680297397769516,3.49,0,0.59,8,20,11,0,0,0.386,0,0,0.6985408637722679,3,18.0,3,0.16666666666666666,0.782608695652174,10.056521739130435,0.7153400408760867,2.2,2.0,0.5000000000000001
Lyon vs Lille,Lille,0.0,0.0,9.0,4.0,560,500.0,11.0,4,0,997,26.0,6.0,0.4444444444444444,0.8928571428571429,0.53,0,0.58,7,11,4,0,0,0.36324999999999996,0,0,0.7051823940585409,4,11.0,4,0.36363636363636365,0.34375,6.76875,0.4397609185824224,2.0,2.6,0.21999999999999997
Metz vs Lille,Lille,0.0,0.0,10.0,2.0,442,370.0,9.0,1,0,990,16.0,12.0,0.2,0.8371040723981901,1.65,0,0.58,6,16,2,0,0,0.3445,0,0,0.6287202319177494,1,9.0,1,0.1111111111111111,0.32142857142857145,4.864285714285714,0.2801298255687746,2.0,2.4,0.28
Nantes vs Lille,Lille,2.0,2.0,15.0,5.0,529,458.0,14.0,4,0,988,14.0,9.0,0.3333333333333333,0.8657844990548205,2.6,0,0.63,9,23,5,0,0,0.42074999999999996,0,0,0.7071659498332207,4,14.0,4,0.2857142857142857,0.6086956521739131,8.321739130434782,0.5699315677193999,2.2,2.8,0.2600000000000001
Nice vs Lille,Lille,0.0,0.0,12.0,4.0,593,516.0,10.0,3,0,996,18.0,7.0,0.3333333333333333,0.8701517706576728,0.99,0,0.68,13,21,4,0,0,0.51575,0,0,0.7789214510780719,3,10.0,3,0.3,0.4,5.98,0.3736483505710505,1.8,3.0,1.1102230246251565e-16
Paris Saint Germain vs Lille,Lille,0.0,0.0,6.0,4.0,434,367.0,6.0,1,0,994,11.0,9.0,0.6666666666666666,0.8456221198156681,1.14,0,0.39,2,7,4,0,0,0.19350000000000003,0,0,0.5805327724460604,1,6.0,1,0.16666666666666666,0.3,3.36,0.15404146855546297,0.4,2.6,-0.5800000000000001
Stade Brestois 29 vs Lille,Lille,3.0,2.0,6.0,6.0,441,363.0,13.0,1,0,1008,15.0,10.0,1.0,0.8231292517006803,1.62,0,0.54,2,10,6,0,0,0.2535,0,0,0.5714270111714411,1,13.0,1,0.07692307692307693,0.52,6.904,0.4510974952208225,1.0,2.0,-0.09999999999999998
Strasbourg vs Lille,Lille,0.0,0.0,6.0,4.0,484,413.0,20.0,3,1,1001,11.0,6.0,0.6666666666666666,0.8533057851239669,0.28,0,0.58,4,6,4,0,0,0.307,0,0,0.6246651249778856,4,20.0,4,0.2,1.1764705882352942,11.435294117647057,0.8309079428055717,1.0,2.6,-0.28
Angers vs Lorient,Lorient,0.0,0.0,12.0,4.0,616,547.0,6.0,0,0,990,17.0,8.0,0.3333333333333333,0.887987012987013,1.99,-1,0.63,6,23,4,0,0,0.3645,0,0,0.707372711386473,0,6.0,0,0.0,0.24,3.048,0.1278898093230724,0.0,0.0,0.0
Auxerre vs Lorient,Lorient,0.0,0.0,9.0,3.0,465,392.0,14.0,2,0,990,16.0,6.0,0.3333333333333333,0.843010752688172,1.37,0,0.56,4,14,3,0,0,0.29900000000000004,0,0,0.6137072112064714,2,14.0,2,0.14285714285714285,0.6363636363636364,7.727272727272727,0.5201037382303006,0.0,1.0,-0.3
Le Havre vs Lorient,Lorient,1.0,1.0,8.0,4.0,378,302.0,15.0,6,0,990,16.0,8.0,0.5,0.798941798941799,1.21,0,0.4,2,8,4,0,0,0.19750000000000004,0,0,0.5400672297461289,6,15.0,6,0.4,0.625,9.425,0.6624062545953631,0.3333333333333333,2.6666666666666665,-0.6333333333333333
Lens vs Lorient,Lorient,0.0,0.0,7.0,3.0,434,378.0,10.0,2,0,990,14.0,10.0,0.42857142857142855,0.8709677419354839,1.82,0,0.42,6,12,3,0,0,0.28049999999999997,0,0,0.6432055835059682,2,10.0,2,0.2,0.4166666666666667,5.683333333333333,0.34878192245478157,0.25,2.5,-0.625
Lorient vs Lille,Lorient,1.0,1.0,5.0,2.0,363,305.0,14.0,3,0,990,11.0,17.0,0.4,0.8402203856749312,1.5,0,0.41000000000000003,3,6,2,0,0,0.22025000000000003,0,0,0.5686193671493922,3,14.0,3,0.21428571428571427,0.5,8.0,0.542963580216656,0.4,2.6,-0.5800000000000001
Lorient vs Lyon,Lorient,1.0,0.0,12.0,6.0,294,232.0,12.0,2,0,988,12.0,10.0,0.5,0.7891156462585034,2.57,0,0.4,1,14,6,0,0,0.17875000000000002,0,0,0.49696608000998566,2,12.0,2,0.16666666666666666,0.5454545454545454,6.709090909090909,0.43476032814790716,0.6,3.0,-0.5999999999999999
Lorient vs Metz,Lorient,1.0,1.0,13.0,5.0,433,365.0,9.0,1,0,990,16.0,8.0,0.38461538461538464,0.8429561200923787,1.44,0,0.43,4,16,5,0,0,0.247,0,0,0.6038939621868622,1,9.0,1,0.1111111111111111,0.375,4.875,0.28102789078966717,0.8,2.8,-0.43999999999999995
Lorient vs Monaco,Lorient,3.0,2.0,13.0,8.0,511,449.0,10.0,2,0,1008,16.0,9.0,0.6153846153846154,0.8786692759295499,1.98,0,0.47000000000000003,2,19,8,0,0,0.22550000000000003,0,0,0.6206037511146221,2,10.0,2,0.2,0.4,5.68,0.3485025243860595,1.2,2.0,0.0
Lorient vs Nantes,Lorient,2.0,1.0,5.0,4.0,566,495.0,12.0,4,0,997,12.0,5.0,0.8,0.8745583038869258,0.52,0,0.5700000000000001,1,5,4,0,0,0.24675000000000002,0,0,0.6228678369587534,4,12.0,4,0.3333333333333333,0.7058823529411765,7.341176470588236,0.48774137369275444,1.6,2.4,0.08000000000000007
Lorient vs Nice,Lorient,3.0,2.0,16.0,7.0,428,364.0,7.0,1,0,997,11.0,7.0,0.4375,0.8504672897196262,2.38,0,0.43,3,18,7,0,0,0.22825,0,0,0.5936204950127183,1,7.0,1,0.14285714285714285,0.3888888888888889,3.8777777777777778,0.19744130189696585,2.0,2.0,0.4
Lorient vs Paris Saint Germain,Lorient,1.0,0.0,5.0,2.0,227,166.0,5.0,0,0,989,19.0,11.0,0.4,0.7312775330396476,0.23,0,0.22,0,5,2,0,0,0.08800000000000001,0,0,0.43505772676447213,0,5.0,0,0.0,0.16666666666666666,2.533333333333333,0.08475074751237684,2.0,1.6,0.52
Lorient vs Rennes,Lorient,4.0,3.0,16.0,7.0,486,428.0,18.0,6,0,990,7.0,14.0,0.4375,0.8806584362139918,3.04,0,0.51,3,22,7,0,0,0.26025,0,0,0.6264530713180051,6,18.0,6,0.3333333333333333,0.8571428571428571,10.971428571428572,0.7920270014775186,2.6,2.6,0.52
Lorient vs Stade Brestois 29,Lorient,3.0,3.0,10.0,7.0,390,321.0,13.0,3,0,1004,11.0,9.0,0.7,0.823076923076923,1.2,0,0.5,5,12,7,0,0,0.29375,0,0,0.593304516584333,3,13.0,3,0.23076923076923078,0.65,7.53,0.5035684525268369,2.6,2.8,0.4600000000000001
Lorient vs Toulouse,Lorient,1.0,0.0,8.0,2.0,399,325.0,6.0,0,0,990,19.0,11.0,0.25,0.8145363408521303,1.36,0,0.5,6,10,2,0,0,0.3125,0,0,0.6042865190499185,0,6.0,0,0.0,0.2,3.04,0.12721925395813932,2.4,2.0,0.6
Marseille vs Lorient,Lorient,0.0,0.0,2.0,1.0,306,257.0,5.0,2,1,910,12.0,6.0,0.5,0.8398692810457516,0.14,-1,0.28,0,4,1,0,0,0.11200000000000002,0,0,0.513512622174252,3,5.0,3,0.6,0.2777777777777778,3.4555555555555553,0.16205087985883043,1.8,2.4,0.18000000000000005
Monaco vs Lorient,Lorient,3.0,3.0,11.0,4.0,366,315.0,9.0,0,0,987,15.0,10.0,0.36363636363636365,0.860655737704918,1.3800000000000001,1,0.38,3,14,4,0,0,0.20825000000000002,0,0,0.5797544743570461,0,9.0,0,0.0,0.36,4.572,0.25563060634282636,2.2,2.4,0.3800000000000001
Nantes vs Lorient,Lorient,0.0,0.0,5.0,1.0,399,331.0,17.0,1,0,989,14.0,5.0,0.2,0.8295739348370927,0.32,0,0.44,1,7,1,0,0,0.19475,0,0,0.5493053160423995,1,17.0,1,0.058823529411764705,0.8947368421052632,8.978947368421053,0.6250183814518897,1.4,1.4,0.27999999999999997
Paris FC vs Lorient,Lorient,0.0,0.0,7.0,3.0,452,382.0,10.0,3,0,990,13.0,9.0,0.42857142857142855,0.8451327433628318,0.97,0,0.41000000000000003,5,8,3,0,0,0.25775000000000003,0,0,0.6232926713756055,3,10.0,3,0.3,0.45454545454545453,5.990909090909091,0.3745627442505047,0.8,1.4,-0.019999999999999962
Rennes vs Lorient,Lorient,2.0,1.0,5.0,4.0,259,175.0,7.0,0,0,990,10.0,8.0,0.8,0.6756756756756757,1.29,1,0.31,3,6,4,0,0,0.18025,0,0,0.4545427308041987,0,7.0,0,0.0,0.3888888888888889,3.577777777777778,0.17229547571197493,1.0,1.4,0.08000000000000002
Stade Brestois 29 vs Lorient,Lorient,0.0,0.0,9.0,2.0,515,443.0,10.0,0,0,990,12.0,12.0,0.2222222222222222,0.8601941747572815,0.74,0,0.58,7,13,2,0,0,0.36324999999999996,0,0,0.6750894421187019,0,10.0,0,0.0,0.4166666666666667,5.083333333333333,0.2984902700847997,1.0,0.8,0.26
Strasbourg vs Lorient,Lorient,0.0,0.0,9.0,2.0,421,361.0,3.0,0,0,990,19.0,8.0,0.2222222222222222,0.8574821852731591,0.53,0,0.37,3,9,2,0,0,0.20425,0,0,0.5949872700066101,0,3.0,0,0.0,0.1111111111111111,1.5222222222222221,0.0,0.4,0.8,-0.03999999999999998
Auxerre vs Lyon,Lyon,0.0,0.0,12.0,7.0,548,475.0,11.0,3,0,994,13.0,9.0,0.5833333333333334,0.8667883211678832,1.57,1,0.7000000000000001,11,16,7,0,0,0.48625,0,0,0.7384782584432688,3,11.0,3,0.2727272727272727,0.5,6.5,0.4172344492917014,0.0,3.0,-0.8999999999999999
Lens vs Lyon,Lyon,1.0,1.0,10.0,3.0,371,298.0,19.0,2,0,988,17.0,7.0,0.3,0.8032345013477089,1.41,1,0.45,8,11,3,0,0,0.33,0,0,0.6150729081662092,2,19.0,2,0.10526315789473684,0.7916666666666666,10.258333333333333,0.7322557717758933,0.5,2.5,-0.5
Lille vs Lyon,Lyon,1.0,1.0,3.0,2.0,369,300.0,24.0,4,0,989,11.0,8.0,0.6666666666666666,0.8130081300813008,0.52,0,0.46,4,5,2,0,0,0.259,0,0,0.5693481017378982,4,24.0,4,0.16666666666666666,1.263157894736842,13.452631578947368,1.0,0.6666666666666666,3.0,-0.5666666666666667
Lorient vs Lyon,Lyon,0.0,0.0,6.0,4.0,438,373.0,21.0,2,1,942,6.0,7.0,0.6666666666666666,0.8515981735159818,0.43,0,0.6000000000000001,7,7,4,0,0,0.3712500000000001,0,0,0.6472440408864313,3,21.0,3,0.14285714285714285,1.6153846153846154,11.723076923076924,0.8550297308201333,0.5,3.0,-0.6499999999999999
Lyon vs Angers,Lyon,1.0,0.0,12.0,5.0,580,527.0,15.0,2,0,988,12.0,6.0,0.4166666666666667,0.9086206896551724,1.81,1,0.67,7,16,5,0,0,0.39925,0,0,0.719180375408626,2,15.0,2,0.13333333333333333,0.8333333333333334,8.266666666666666,0.5653154257144257,0.6,2.8,-0.54
Lyon vs Le Havre,Lyon,1.0,1.0,12.0,4.0,365,307.0,14.0,2,0,993,10.0,5.0,0.3333333333333333,0.8410958904109589,2.56,0,0.5700000000000001,5,18,4,0,0,0.32175000000000004,0,0,0.594668740312513,2,14.0,2,0.14285714285714285,0.9333333333333333,7.786666666666666,0.5250821038184402,0.8,2.6,-0.38
Lyon vs Lille,Lyon,1.0,1.0,2.0,2.0,413,337.0,15.0,1,0,988,24.0,7.0,1.0,0.8159806295399515,0.54,0,0.42,2,3,2,0,0,0.20550000000000002,0,0,0.5592900089595783,1,15.0,1,0.06666666666666667,0.4838709677419355,7.896774193548387,0.5343112529271968,0.8,2.4,-0.31999999999999995
Lyon vs Marseille,Lyon,1.0,0.0,13.0,6.0,429,371.0,16.0,2,0,989,5.0,9.0,0.46153846153846156,0.8648018648018648,3.04,0,0.58,9,18,6,0,0,0.40074999999999994,0,0,0.6760935929513912,2,16.0,2,0.125,1.1428571428571428,8.828571428571427,0.6124139572990118,0.8,2.0,-0.19999999999999996
Lyon vs Metz,Lyon,3.0,2.0,11.0,8.0,542,500.0,13.0,0,0,1004,18.0,5.0,0.7272727272727273,0.922509225092251,2.77,0,0.53,4,13,8,0,0,0.28700000000000003,0,0,0.6770038480201317,0,13.0,0,0.0,0.5652173913043478,6.613043478260869,0.4267096881440168,1.4,1.4,0.27999999999999997
Lyon vs Nantes,Lyon,3.0,2.0,18.0,8.0,612,553.0,14.0,1,0,1019,12.0,8.0,0.4444444444444444,0.9035947712418301,2.35,0,0.72,7,20,8,0,0,0.41925,0,0,0.7264533489236674,1,14.0,1,0.07142857142857142,0.7,7.4399999999999995,0.4960247046713396,1.8,1.2,0.54
Lyon vs Paris Saint Germain,Lyon,2.0,2.0,6.0,2.0,271,211.0,10.0,5,1,990,10.0,14.0,0.3333333333333333,0.7785977859778598,0.6900000000000001,-1,0.28,5,9,2,0,0,0.20575000000000002,0,0,0.5346735107259329,6,10.0,6,0.6,0.4166666666666667,6.883333333333333,0.4493652271947453,2.0,2.0,0.4
Lyon vs Stade Brestois 29,Lyon,2.0,2.0,11.0,6.0,643,584.0,18.0,2,0,995,19.0,10.0,0.5454545454545454,0.9082426127527217,1.53,1,0.71,5,19,6,0,0,0.37775,0,0,0.7132573920032721,2,18.0,2,0.1111111111111111,0.6206896551724138,9.724137931034482,0.6874798226591327,2.2,2.2,0.44000000000000006
Lyon vs Strasbourg,Lyon,1.0,1.0,5.0,3.0,385,316.0,15.0,0,0,989,15.0,7.0,0.6,0.8207792207792208,1.67,0,0.48,4,8,3,0,0,0.267,0,0,0.5781266134477144,0,15.0,0,0.0,0.6818181818181818,7.636363636363637,0.5124837909015155,2.2,1.8,0.56
Lyon vs Toulouse,Lyon,1.0,1.0,10.0,3.0,583,504.0,13.0,1,0,989,11.0,7.0,0.3,0.8644939965694682,1.17,0,0.6900000000000001,8,13,3,0,0,0.42600000000000005,0,0,0.7105344600584343,1,13.0,1,0.07692307692307693,0.7222222222222222,6.944444444444445,0.4544875251213176,1.8,2.0,0.30000000000000004
Metz vs Lyon,Lyon,5.0,3.0,11.0,10.0,432,355.0,5.0,0,0,988,10.0,8.0,0.9090909090909091,0.8217592592592593,2.59,0,0.47000000000000003,4,13,10,0,0,0.263,0,0,0.592989721372749,0,5.0,0,0.0,0.2777777777777778,2.5555555555555554,0.08661340130385764,2.2,1.8,0.56
Monaco vs Lyon,Lyon,3.0,3.0,12.0,9.0,477,406.0,12.0,3,0,989,12.0,8.0,0.75,0.8511530398322851,1.4,0,0.55,2,13,9,0,0,0.2575,0,0,0.5964480795491701,3,12.0,3,0.25,0.6,7.0200000000000005,0.4608205480123524,2.4,1.2,0.84
Nantes vs Lyon,Lyon,1.0,1.0,9.0,3.0,388,320.0,11.0,2,1,970,19.0,6.0,0.3333333333333333,0.8247422680412371,1.41,0,0.46,4,10,3,0,0,0.259,0,0,0.5810255682713831,3,11.0,3,0.2727272727272727,0.44,6.488,0.4162286162443018,2.2,1.4,0.6800000000000002
Nice vs Lyon,Lyon,2.0,1.0,14.0,7.0,544,477.0,11.0,2,0,990,20.0,8.0,0.5,0.8768382352941176,3.39,-1,0.6900000000000001,16,29,7,0,0,0.5760000000000001,0,0,0.8047799739161721,2,11.0,2,0.18181818181818182,0.39285714285714285,6.178571428571428,0.39029249266492533,2.4,1.8,0.6599999999999999
Paris FC vs Lyon,Lyon,3.0,3.0,5.0,4.0,431,368.0,16.0,2,1,970,20.0,5.0,0.8,0.8538283062645011,1.25,-1,0.48,2,7,4,0,0,0.2295,0,0,0.5837184344778164,3,16.0,3,0.1875,0.64,9.028,0.6291299446105584,2.8,2.2,0.7399999999999999
Rennes vs Lyon,Lyon,1.0,1.0,5.0,5.0,492,420.0,13.0,2,1,986,18.0,10.0,1.0,0.8536585365853658,1.71,-1,0.52,4,8,5,0,0,0.28300000000000003,0,0,0.6272879838890132,3,13.0,3,0.23076923076923078,0.4642857142857143,7.492857142857143,0.5004551597610761,2.0,2.8,0.16000000000000003
Stade Brestois 29 vs Lyon,Lyon,0.0,0.0,3.0,2.0,411,339.0,6.0,0,1,917,23.0,4.0,0.6666666666666666,0.8248175182481752,0.2,1,0.5,2,4,2,0,0,0.23750000000000002,0,0,0.563096832518583,1,6.0,1,0.16666666666666666,0.2222222222222222,3.344444444444444,0.15273761090142637,1.4,2.4,-0.020000000000000018
Angers vs Marseille,Marseille,5.0,5.0,19.0,11.0,722,671.0,8.0,1,0,989,22.0,5.0,0.5789473684210527,0.9293628808864266,3.28,0,0.66,2,23,11,0,0,0.3015,0,0,0.7104765474768525,1,8.0,1,0.125,0.2962962962962963,4.359259259259259,0.23779880071238338,5.0,1.0,2.2
Auxerre vs Marseille,Marseille,1.0,0.0,6.0,2.0,477,420.0,14.0,4,1,965,14.0,8.0,0.3333333333333333,0.8805031446540881,0.52,0,0.51,3,6,2,0,0,0.26025,0,0,0.6236231319600716,5,14.0,5,0.35714285714285715,0.6363636363636364,8.627272727272727,0.5955412167852734,3.0,3.0,0.6000000000000001
Lens vs Marseille,Marseille,1.0,1.0,9.0,3.0,762,690.0,9.0,3,0,990,16.0,7.0,0.3333333333333333,0.905511811023622,0.66,0,0.6900000000000001,8,17,3,0,0,0.42600000000000005,0,0,0.7857834284475907,3,9.0,3,0.3333333333333333,0.391304347826087,5.478260869565218,0.331592867357312,2.3333333333333335,3.0,0.26666666666666683
Lille vs Marseille,Marseille,0.0,0.0,3.0,2.0,570,501.0,11.0,1,0,990,15.0,12.0,0.6666666666666666,0.8789473684210526,0.53,0,0.58,5,6,2,0,0,0.32575,0,0,0.6762856108160309,1,11.0,1,0.09090909090909091,0.4074074074074074,5.881481481481481,0.36539058542881886,1.75,2.5,0.125
Lyon vs Marseille,Marseille,0.0,0.0,3.0,2.0,321,252.0,11.0,2,1,943,7.0,4.0,0.6666666666666666,0.7850467289719626,0.77,0,0.42,4,5,2,0,0,0.243,0,0,0.5406885021006602,3,11.0,3,0.2727272727272727,1.0,6.6000000000000005,0.4256163913533651,1.4,2.6,-0.08000000000000007
Marseille vs Angers,Marseille,2.0,2.0,10.0,6.0,636,564.0,11.0,2,0,1001,16.0,6.0,0.6,0.8867924528301887,1.33,0,0.59,1,11,6,0,0,0.25475,0,0,0.650391639259131,2,11.0,2,0.18181818181818182,0.5,6.199999999999999,0.3920886231067104,0.8,2.8,-0.43999999999999995
Marseille vs Le Havre,Marseille,6.0,5.0,15.0,11.0,684,640.0,17.0,2,0,990,9.0,3.0,0.7333333333333333,0.935672514619883,4.19,-1,0.74,2,18,11,0,0,0.33349999999999996,0,0,0.702010569236547,2,17.0,2,0.11764705882352941,1.4166666666666667,9.383333333333333,0.6589137787363364,1.8,2.2,0.24
Marseille vs Lens,Marseille,3.0,3.0,7.0,5.0,556,497.0,18.0,0,0,990,15.0,8.0,0.7142857142857143,0.8938848920863309,1.0,0,0.54,2,10,5,0,0,0.2535,0,0,0.6419730270829208,0,18.0,0,0.0,0.782608695652174,9.156521739130435,0.6399025623211139,2.2,1.6,0.6200000000000001
Marseille vs Lorient,Marseille,4.0,2.0,10.0,8.0,800,746.0,18.0,3,0,990,14.0,4.0,0.8,0.9325,2.26,-1,0.72,10,15,8,0,0,0.4755,0,0,0.8358983180428134,3,18.0,3,0.16666666666666666,1.0,10.1,0.7189843635115926,3.0,2.0,0.9
Marseille vs Monaco,Marseille,1.0,1.0,14.0,8.0,495,406.0,11.0,2,0,994,7.0,9.0,0.5714285714285714,0.8202020202020202,1.79,1,0.58,3,18,8,0,0,0.28825,0,0,0.5989771568900009,2,11.0,2,0.18181818181818182,0.6875,6.2375,0.3952318513798343,3.2,1.8,1.06
Marseille vs Nantes,Marseille,0.0,0.0,8.0,4.0,466,406.0,17.0,2,2,892,14.0,6.0,0.5,0.871244635193133,0.75,0,0.56,6,11,4,0,0,0.3365,0,0,0.6531299628565053,4,17.0,4,0.23529411764705882,0.85,9.87,0.6997058967697661,2.8,2.2,0.7399999999999999
Marseille vs Paris FC,Marseille,5.0,4.0,11.0,7.0,589,538.0,9.0,1,0,988,12.0,2.0,0.6363636363636364,0.9134125636672326,2.83,-2,0.61,5,11,7,0,0,0.33775,0,0,0.6993286059926377,1,9.0,1,0.1111111111111111,0.6428571428571429,4.928571428571429,0.2855182168941299,2.6,2.0,0.7000000000000001
Marseille vs Paris Saint Germain,Marseille,0.0,0.0,6.0,1.0,307,245.0,16.0,3,0,989,18.0,9.0,0.16666666666666666,0.7980456026058632,1.14,0,0.32,5,9,1,0,0,0.22175,0,0,0.5554065933518613,3,16.0,3,0.1875,0.5925925925925926,9.018518518518519,0.6283352123261932,2.0,2.6,0.21999999999999997
Marseille vs Stade Brestois 29,Marseille,3.0,1.0,15.0,7.0,658,605.0,12.0,0,0,998,16.0,8.0,0.4666666666666667,0.9194528875379939,3.46,-1,0.64,6,19,7,0,0,0.3685,0,0,0.7359496853592111,0,12.0,0,0.0,0.5,6.1,0.3837066810450468,1.8,2.0,0.30000000000000004
Marseille vs Toulouse,Marseille,2.0,2.0,13.0,5.0,709,658.0,7.0,2,0,988,14.0,14.0,0.38461538461538464,0.9280677009873061,1.8,0,0.77,9,20,5,0,0,0.47675,0,0,0.7933534223590966,2,7.0,2,0.2857142857142857,0.25,4.1499999999999995,0.2202588108426057,2.0,2.0,0.4
